,Tube_ID,row_counter,Lake_name,Invasion_category,Sample_type,Sample_origin,Collected_year,Collected_month_number,Littoral_zoobenthic_macroinvert_community_sample,Transect,Lat,Long,Sample_depth,Total_count,Vial_count,Functional_feeding_group,Method_of_take,real.name,Functional_group,Common_name,Scientific_name,Total_length_mm,Weight_g,Tube_box,Tube_size_ml,Preservative,Isotope_sample_weight_mg,Davis_ID_long,d13C,Total.C..µg.,d15N,Total.N..µg.,Type.of.Material,Sample.Weight..mg..from.Sample.List,Internal.ID,Lake_max_depth_m,Lake_surface_elev_m,Current_conversion,Secchi_m,Surface_area_ha,n,d13C_baseline,d13C_base_se,d15N_baseline,d15N_base_se,d13C_corr,d15N_corr,Lake_elevation,Lake_area,Lake_depth,Collected_date,Collected_month_name_long,Collected_month_name_short,Collected_time,Depth,Total._count,Remove.from.case,Approx.weight.of.tube..g.,Notes1,Notes2,Wet.weight.tube..g.,In_oven_date,Oven_temp_C,Test1.date,Test1.weight.tube..g.,Test2.date,Test2.weight.tube..g.,Daily.change,Test.3.date,Test.3.weight..g.,Daily.change.1,Out_oven_date,Dry_time_h,Est.pre.powder.dry.sample.in.tube..g.,Est...isotope.samples.in.tube,Powder.complete.date,Post.powder.Powder.tube.weight..g.,Powder.lost..g.,Powder.available.for.isotope.caps..g.,Est.number.of.isotope.caps.possible.from.powder,Cell.well.tray,Mixed.sample..Y.N,Count.of.individuals,Weight.of.individual,Mixed.with.which.tube.,Powder.weight.contributed..mg.,Empty.,Well_Row,Well_Column,Isotope_sample_ID_.year.tray.x.y.,Isotope_sample_complete_date
832,EBM,1033,Quartz,Mid,Invertebrate,Autochthonous,2018,6,YES,3,48.848718,-114.065645,0.5,3,3,Piercer-predator,D-net,Hydrachnidia,Littoral forage Invertebrate,Water mite,Hydrachnidia,NA,NA,2018-E,1.5,Ethanol,0.787,CHARLIE-H-08,-26.4,393.52,4.32,98.33,Invertebrate,0.787,1668090,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,-2.982,3.268666667,1345,352,84,6/26/2018,June,Jun,NA,0.5,3,NA,0.9862,Water mite,,2.291,11/1/2018 14:40,60,11/2/2018 16:45,1.095,11/3/2018 15:25,1.095,0.00%,11/4/2018 17:34,1.095,0.00%,11/4/2018 17:34,75,0.1088,108.8,11/23/2018,NA,1.095,-0.9862,-986.2,2018-NOV-23-004,N,,,NA,0.787,Y,E,3,2018-NOV-23-004-E-3,11/23/2018
833,EBN,1074,Quartz,Mid,Invertebrate,Autochthonous,2018,6,YES,3,48.848718,-114.065645,0.5,1,1,Piercer-predator,D-net,Hirudinea,Littoral forage Invertebrate,Leech,Hirudinea,NA,NA,2018-E,1.5,Ethanol,0.902,CHARLIE-H-09,-24.25,437.9,4.89,123.42,Invertebrate,0.902,1668091,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,-0.832,3.838666667,1345,352,84,6/26/2018,June,Jun,NA,0.5,1,NA,0.9862,,,2.325,11/1/2018 14:40,60,11/2/2018 16:45,1.107,11/3/2018 15:25,1.107,0.00%,11/4/2018 17:34,1.107,0.00%,11/4/2018 17:34,75,0.1208,120.8,11/23/2018,NA,1.107,-0.9862,-986.2,2018-NOV-23-004,N,,,NA,0.902,N,E,4,2018-NOV-23-004-E-4,11/23/2018
834,EBO,1146,Quartz,Mid,Invertebrate,Autochthonous,2018,6,YES,3,48.848718,-114.065645,0.5,3,3,Collector-gatherer-scraper,D-net,Leptophlebiidae,Littoral forage Invertebrate,Prong-gilled mayfly,Leptophlebiidae,NA,NA,2018-E,1.5,Ethanol,1.024,CHARLIE-H-11,-22.87,517.06,0.63,134.95,Invertebrate,1.024,1668093,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,0.548,-0.421333333,1345,352,84,6/26/2018,June,Jun,NA,0.5,3,NA,0.9862,,,2.291,11/1/2018 14:40,60,11/2/2018 16:45,1.096,11/3/2018 15:25,1.096,0.00%,11/4/2018 17:34,1.096,0.00%,11/4/2018 17:34,75,0.1098,109.8,11/23/2018,NA,1.096,-0.9862,-986.2,2018-NOV-23-004,N,,,NA,1.024,N,E,5,2018-NOV-23-004-E-5,11/23/2018
835,EBP,1147,Quartz,Mid,Invertebrate,Autochthonous,2018,6,YES,3,48.848718,-114.065645,0.5,2,2,Collector-filterer-gatherer,D-net,Culicidae,Littoral forage Invertebrate,Mosquito,Culicidae,NA,NA,2018-E,1.5,Ethanol,0.961,CHARLIE-H-12,-26.29,467.59,2.2,129.26,Invertebrate,0.961,1668094,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,-2.872,1.148666667,1345,352,84,6/26/2018,June,Jun,NA,0.5,2,NA,0.9862,,,2.175,11/1/2018 14:40,60,11/2/2018 16:45,1.088,11/3/2018 15:25,1.088,0.00%,11/4/2018 17:34,1.088,0.00%,11/4/2018 17:34,75,0.1018,101.8,11/23/2018,NA,1.088,-0.9862,-986.2,2018-NOV-23-004,N,,,NA,0.961,Y,E,6,2018-NOV-23-004-E-6,11/23/2018
836,EBQ,1035,Quartz,Mid,Invertebrate,Autochthonous,2018,6,YES,3,48.848718,-114.065645,0.5,1,1,Piercer-engulfer-predator-collector-gatherer,D-net,Turbellaria,Littoral forage Invertebrate,Flatworm,Turbellaria,NA,NA,2018-E,1.5,Ethanol,1.077,DELTA-A-01,-24.93,505.28,1.71,134.11,Invertebrate,1.077,1668095,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,-1.512,0.658666667,1345,352,84,6/26/2018,June,Jun,NA,0.5,1,NA,0.9862,,,2.361,11/1/2018 14:40,60,11/2/2018 16:45,1.091,11/3/2018 15:25,1.091,0.00%,11/4/2018 17:34,1.091,0.00%,11/4/2018 17:34,75,0.1048,104.8,11/23/2018,NA,1.091,-0.9862,-986.2,2018-NOV-23-004,N,,,NA,1.077,N,E,7,2018-NOV-23-004-E-7,11/23/2018
837,EBT,1039,Quartz,Mid,Invertebrate,Autochthonous,2018,6,YES,3,48.848718,-114.065645,1,1,1,Collector-gatherer-scraper,D-net,Leptophlebiidae,Littoral forage Invertebrate,Prong-gilled mayfly,Leptophlebiidae,NA,NA,2018-E,1.5,Ethanol,1.024,DELTA-A-03,-22.61,462.52,0.77,113.18,Invertebrate,1.024,1668097,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,0.808,-0.281333333,1345,352,84,6/26/2018,June,Jun,NA,1,1,NA,0.9862,,,2.242,11/1/2018 14:40,60,11/2/2018 16:45,1.07,11/3/2018 15:25,1.068,0.19%,11/4/2018 17:34,1.068,0.00%,11/4/2018 17:34,75,0.0818,81.8,11/23/2018,NA,1.068,-0.9862,-986.2,2018-NOV-23-004,N,,,NA,1.024,N,E,8,2018-NOV-23-004-E-8,11/23/2018
838,EBU,1040,Quartz,Mid,Invertebrate,Autochthonous,2018,6,YES,3,48.848718,-114.065645,1,5,5,Piercer-predator,D-net,Hydrachnidia,Littoral forage Invertebrate,Water mite,Hydrachnidia,NA,NA,2018-E,1.5,Ethanol,0.947,DELTA-A-04,-25.85,440.99,3.67,112.35,Invertebrate,0.947,1668098,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,-2.432,2.618666667,1345,352,84,6/26/2018,June,Jun,NA,1,5,NA,0.9862,Water mite,,2.182,11/1/2018 14:40,60,11/2/2018 16:45,1.055,11/3/2018 15:25,1.055,0.00%,11/4/2018 17:34,1.055,0.00%,11/4/2018 17:34,75,0.0688,68.8,11/23/2018,NA,1.055,-0.9862,-986.2,2018-NOV-23-004,N,,,NA,0.947,N,E,9,2018-NOV-23-004-E-9,11/23/2018
839,EBV,1054,Quartz,Mid,Invertebrate,Autochthonous,2018,6,YES,3,48.848718,-114.065645,1,7,7,Piercer-predator,D-net,Notonectidae,Littoral forage Invertebrate,Backswimmer,Notonectidae,NA,NA,2018-E,1.5,Ethanol,1.004,DELTA-A-05,-23.52,507.74,1.22,132.64,Invertebrate,1.004,1668099,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,-0.102,0.168666667,1345,352,84,6/26/2018,June,Jun,NA,1,7,NA,0.9862,,,2.373,11/1/2018 14:40,60,11/2/2018 16:45,1.107,11/3/2018 15:25,1.107,0.00%,11/4/2018 17:34,1.107,0.00%,11/4/2018 17:34,75,0.1208,120.8,11/23/2018,NA,1.107,-0.9862,-986.2,2018-NOV-23-004,N,,,NA,1.004,N,E,11,2018-NOV-23-004-E-11,11/23/2018
840,EBX,1042,Quartz,Mid,Invertebrate,Autochthonous,2018,6,YES,3,48.848718,-114.065645,1,1,1,Collector-gather-scraper,D-net,Caenidae,Littoral forage Invertebrate,Squaregill mayfly,Caenidae,NA,NA,2018-E,1.5,Ethanol,0.401,DELTA-A-06,-30.2,178.92,-0.21,51.64,Invertebrate,0.401,1668100,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,-6.782,-1.261333333,1345,352,84,6/26/2018,June,Jun,NA,1,1,NA,0.9862,Squaregill mayfly,,2.203,11/1/2018 14:40,60,11/2/2018 16:45,1.073,11/3/2018 15:25,1.073,0.00%,11/4/2018 17:34,1.073,0.00%,11/4/2018 17:34,75,0.0868,86.8,11/23/2018,NA,1.073,-0.9862,-986.2,2018-NOV-23-004,N,,,NA,0.401,Y,F,1,2018-NOV-23-004-F-1,11/23/2018
841,EBY,1043,Quartz,Mid,Invertebrate,Autochthonous,2018,6,YES,3,48.848718,-114.065645,1,2,2,Piercer-predator,D-net,Hirudinea,Littoral forage Invertebrate,Leech,Hirudinea,NA,NA,2018-E,1.5,Ethanol,1.086,DELTA-A-07,-23.61,518.8,3.85,130.44,Invertebrate,1.086,1668101,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,-0.192,2.798666667,1345,352,84,6/26/2018,June,Jun,NA,1,2,NA,0.9862,,,2.293,11/1/2018 14:40,60,11/2/2018 16:45,1.09,11/3/2018 15:25,1.09,0.00%,11/4/2018 17:34,1.09,0.00%,11/4/2018 17:34,75,0.1038,103.8,11/23/2018,NA,1.09,-0.9862,-986.2,2018-NOV-23-004,Y,,,"EBY, ECY",0.56,Y,F,2,2018-NOV-23-004-F-2,11/23/2018
842,EBZ,1044,Quartz,Mid,Invertebrate,Autochthonous,2018,6,YES,3,48.848718,-114.065645,1,5,5,Collector-gatherer-engulfer,D-net,Naididae,Littoral forage Invertebrate,Oligochaete worm,Naididae,NA,NA,2018-E,1.5,Ethanol,1.079,DELTA-A-08,-25.34,500.77,2.04,122.12,Invertebrate,1.079,1668102,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,-1.922,0.988666667,1345,352,84,6/26/2018,June,Jun,NA,1,5,NA,0.9862,,,2.249,11/1/2018 14:40,60,11/2/2018 16:45,1.084,11/3/2018 15:25,1.084,0.00%,11/4/2018 17:34,1.084,0.00%,11/4/2018 17:34,75,0.0978,97.8,11/23/2018,NA,1.084,-0.9862,-986.2,2018-NOV-23-004,N,,,NA,1.079,Y,F,5,2018-NOV-23-004-F-5,11/23/2018
843,ECC,1158,Quartz,Mid,Invertebrate,Autochthonous,2018,6,YES,3,48.848718,-114.065645,1,1,1,Shredder-gatherer-scraper-detritivore-herbivore,D-net,Limnephilidae,Littoral forage Invertebrate,Northern case maker caddisfly,Limnephilidae,NA,NA,2018-E,1.5,Ethanol,1.064,DELTA-A-10,-27.45,564.95,1.16,101.4,Invertebrate,1.064,1668104,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,-4.032,0.108666667,1345,352,84,6/26/2018,June,Jun,NA,1,1,DONE 11/1/18,0.9862,,,2.235,11/1/2018 14:40,60,11/2/2018 16:45,1.076,11/3/2018 15:25,1.076,0.00%,11/4/2018 17:34,1.076,0.00%,11/4/2018 17:34,75,0.0898,89.8,11/23/2018,NA,1.076,-0.9862,-986.2,2018-NOV-23-004,Y,,,"ECC, EAR (1.008)",0.056,Y,F,6,2018-NOV-23-004-F-6,11/23/2018
844,ECD,1037,Quartz,Mid,Invertebrate,Autochthonous,2018,6,YES,3,48.848718,-114.065645,1,7,7,Engulfer-predator-shredder-herbivore-collector-gatherer,D-net,Leptoceridae,Littoral forage Invertebrate,Longhorned case maker caddisfly,Leptoceridae,NA,NA,2018-E,1.5,Ethanol,0.916,DELTA-A-11,-22.98,441.02,1.1,121.83,Invertebrate,0.916,1668105,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,0.438,0.048666667,1345,352,84,6/26/2018,June,Jun,NA,1,7,DONE 11/1/18,0.9862,,,2.395,11/1/2018 14:40,60,11/2/2018 16:45,1.085,11/3/2018 15:25,1.085,0.00%,11/4/2018 17:34,1.085,0.00%,11/4/2018 17:34,75,0.0988,98.8,11/23/2018,NA,1.085,-0.9862,-986.2,2018-NOV-23-004,N,,,NA,0.916,N,F,9,2018-NOV-23-004-F-9,11/23/2018
845,ECF,1045,Quartz,Mid,Invertebrate,Autochthonous,2018,6,YES,3,48.848718,-114.065645,1.5,2,2,Collector-gatherer-scraper,D-net,Chironomidae_r,Littoral forage Invertebrate,Midge,Chironomidae_r,NA,NA,2018-E,1.5,Ethanol,0.912,DELTA-A-09,-24.97,402.32,0.42,83.89,Invertebrate,0.912,1668103,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,-1.552,-0.631333333,1345,352,84,6/26/2018,June,Jun,NA,1.5,2,NA,0.9862,Red,,2.295,11/1/2018 14:40,60,11/2/2018 16:45,1.054,11/3/2018 15:25,1.054,0.00%,11/4/2018 17:34,1.054,0.00%,11/4/2018 17:34,75,0.0678,67.8,11/23/2018,NA,1.054,-0.9862,-986.2,2018-NOV-23-004,Y,,,"ECF, EDJ",0.278,Y,C,5,2018-NOV-23-004-C-5,11/23/2018
846,ECG,1038,Quartz,Mid,Invertebrate,Autochthonous,2018,6,YES,3,48.848718,-114.065645,1.5,3,3,Piercer-predator,D-net,Notonectidae,Littoral forage Invertebrate,Backswimmer,Notonectidae,NA,NA,2018-E,1.5,Ethanol,1.053,DELTA-A-12,-21.36,511.55,0.81,134.29,Invertebrate,1.053,1668106,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,2.058,-0.241333333,1345,352,84,6/26/2018,June,Jun,NA,1.5,3,NA,0.9862,,,2.29,11/1/2018 14:40,60,11/2/2018 16:45,1.097,11/3/2018 15:25,1.097,0.00%,11/4/2018 17:34,1.097,0.00%,11/4/2018 17:34,75,0.1108,110.8,11/23/2018,NA,1.097,-0.9862,-986.2,2018-NOV-23-004,N,,,NA,1.053,N,F,12,2018-NOV-23-004-F-12,11/23/2018
847,ECH,1046,Quartz,Mid,Invertebrate,Autochthonous,2018,6,YES,3,48.848718,-114.065645,1.5,1,1,Piercer-predator,D-net,Hirudinea,Littoral forage Invertebrate,Leech,Hirudinea,NA,NA,2018-E,1.5,Ethanol,1.091,DELTA-B-01,-21.95,140.23,5.54,36.89,Invertebrate,1.091,1668107,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,1.468,4.488666667,1345,352,84,6/26/2018,June,Jun,NA,1.5,1,NA,0.9862,,,2.294,11/1/2018 14:40,60,11/2/2018 16:45,1.076,11/3/2018 15:25,1.076,0.00%,11/4/2018 17:34,1.076,0.00%,11/4/2018 17:34,75,0.0898,89.8,11/23/2018,NA,1.076,-0.9862,-986.2,2018-NOV-23-004,N,,,NA,1.091,N,F,3,2018-NOV-23-004-F-3,11/23/2018
848,ECI,1049,Quartz,Mid,Invertebrate,Autochthonous,2018,6,YES,3,48.848718,-114.065645,1.5,3,3,Engulfer-predator-shredder-herbivore-collector-gatherer,D-net,Leptoceridae,Littoral forage Invertebrate,Longhorned case maker caddisfly,Leptoceridae,NA,NA,2018-E,1.5,Ethanol,1.025,DELTA-B-02,-24.52,469.1,1.54,114.99,Invertebrate,1.025,1668108,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,-1.102,0.488666667,1345,352,84,6/26/2018,June,Jun,NA,1.5,3,DONE 11/1/18,0.9862,,,2.361,11/1/2018 14:40,60,11/2/2018 16:45,1.08,11/3/2018 15:25,1.08,0.00%,11/4/2018 17:34,1.08,0.00%,11/4/2018 17:34,75,0.0938,93.8,11/23/2018,NA,1.08,-0.9862,-986.2,2018-NOV-23-004,Y,,,"ECI, EDF",0.053,Y,G,1,2018-NOV-23-004-G-1,11/23/2018
849,ECK,1050,Quartz,Mid,Invertebrate,Autochthonous,2018,6,YES,3,48.848718,-114.065645,1.5,6,6,Collector-gatherer-engulfer,D-net,Naididae,Littoral forage Invertebrate,Oligochaete worm,Naididae,NA,NA,2018-E,1.5,Ethanol,1.054,DELTA-B-03,-23.95,464.04,2.09,104.9,Invertebrate,1.054,1668109,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,-0.532,1.038666667,1345,352,84,6/26/2018,June,Jun,NA,1.5,6,NA,0.9862,,,2.362,11/1/2018 14:40,60,11/2/2018 16:45,1.099,11/3/2018 15:25,1.099,0.00%,11/4/2018 17:34,1.099,0.00%,11/4/2018 17:34,75,0.1128,112.8,11/23/2018,NA,1.099,-0.9862,-986.2,2018-NOV-23-004,N,,,NA,1.054,N,C,7,2018-NOV-23-004-C-7,11/23/2018
850,ECN,1000,Quartz,Mid,Invertebrate,Autochthonous,2018,6,YES,4,48.846751,-114.064505,0.5,1,1,Engulfer-predator,D-net,Perlidae,Littoral forage Invertebrate,Common stonefly,Perlidae,NA,NA,2018-E,1.5,Ethanol,0.622,DELTA-B-04,-25.6,294.71,3.79,79.09,Invertebrate,0.622,1668110,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,-2.182,2.738666667,1345,352,84,6/26/2018,June,Jun,NA,0.5,1,NA,0.9862,,,2.272,11/1/2018 14:40,60,11/2/2018 16:45,1.092,11/3/2018 15:25,1.092,0.00%,11/4/2018 17:34,1.092,0.00%,11/4/2018 17:34,75,0.1058,105.8,11/23/2018,NA,1.092,-0.9862,-986.2,2018-NOV-23-004,N,,,NA,0.622,Y,G,4,2018-NOV-23-004-G-4,11/23/2018
851,ECQ,1161,Quartz,Mid,Invertebrate,Autochthonous,2018,6,YES,4,48.846751,-114.064505,0.5,2,2,Collector-gatherer-engulfer,D-net,Naididae,Littoral forage Invertebrate,Oligochaete worm,Naididae,NA,NA,2018-E,1.5,Ethanol,0.864,DELTA-B-06,-24.94,394.21,0.62,96.8,Invertebrate,0.864,1668112,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,-1.522,-0.431333333,1345,352,84,6/26/2018,June,Jun,NA,0.5,2,NA,0.9862,,,2.21,11/1/2018 14:40,60,11/2/2018 16:45,1.066,11/3/2018 15:25,1.066,0.00%,11/4/2018 17:34,1.066,0.00%,11/4/2018 17:34,75,0.0798,79.8,11/23/2018,NA,1.066,-0.9862,-986.2,2018-NOV-23-004,N,,,NA,0.864,Y,G,6,2018-NOV-23-004-G-6,11/23/2018
852,ECR,1162,Quartz,Mid,Invertebrate,Autochthonous,2018,6,YES,4,48.846751,-114.064505,0.5,3,3,Engulfer-predator-shredder-herbivore-shredder-detritivore-scraper,D-net,Rhyacophilidae,Littoral forage Invertebrate,Freeliving caddisfly,Rhyacophilidae,NA,NA,2018-E,1.5,Ethanol,0.68,DELTA-B-07,-27.65,286.89,0.29,65.65,Invertebrate,0.68,1668113,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,-4.232,-0.761333333,1345,352,84,6/26/2018,June,Jun,NA,0.5,3,NA,0.9862,,,2.355,11/1/2018 14:40,60,11/2/2018 16:45,1.09,11/3/2018 15:25,1.09,0.00%,11/4/2018 17:34,1.09,0.00%,11/4/2018 17:34,75,0.1038,103.8,11/23/2018,NA,1.09,-0.9862,-986.2,2018-NOV-23-004,N,,,NA,0.68,Y,G,7,2018-NOV-23-004-G-7,11/23/2018
853,ECS,1163,Quartz,Mid,Invertebrate,Autochthonous,2018,6,YES,4,48.846751,-114.064505,0.5,1,1,Shredder-herbivore-detritivore-engulfer-predator,D-net,Phryganeidae,Littoral forage Invertebrate,Giant case maker caddisfly,Phryganeidae,NA,NA,2018-E,1.5,Ethanol,1.071,DELTA-B-08,-27.16,451.18,0.26,91.32,Invertebrate,1.071,1668114,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,-3.742,-0.791333333,1345,352,84,6/26/2018,June,Jun,NA,0.5,1,DONE 11/1/18,0.9862,,,2.374,11/1/2018 14:40,60,11/2/2018 16:45,1.096,11/3/2018 15:25,1.096,0.00%,11/4/2018 17:34,1.096,0.00%,11/4/2018 17:34,75,0.1098,109.8,11/23/2018,NA,1.096,-0.9862,-986.2,2018-NOV-23-004,N,,,NA,1.071,N,G,8,2018-NOV-23-004-G-8,11/23/2018
854,ECW,1055,Quartz,Mid,Invertebrate,Autochthonous,2018,6,YES,4,48.846751,-114.064505,1,6,6,Collector-filterer-gatherer,D-net,Culicidae,Littoral forage Invertebrate,Mosquito,Culicidae,NA,NA,2018-E,1.5,Ethanol,0.805,DELTA-B-09,-24.84,380.15,2.05,92.55,Invertebrate,0.805,1668115,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,-1.422,0.998666667,1345,352,84,6/26/2018,June,Jun,NA,1,6,NA,0.9862,,,2.311,11/1/2018 14:40,60,11/2/2018 16:45,1.094,11/3/2018 15:25,1.094,0.00%,11/4/2018 17:34,1.094,0.00%,11/4/2018 17:34,75,0.1078,107.8,11/23/2018,NA,1.094,-0.9862,-986.2,2018-NOV-23-004,N,,,NA,0.805,Y,G,5,2018-NOV-23-004-G-5,11/23/2018
855,ECX,1047,Quartz,Mid,Invertebrate,Autochthonous,2018,6,YES,4,48.846751,-114.064505,1,6,6,Piercer-predator,D-net,Hydrachnidia,Littoral forage Invertebrate,Water mite,Hydrachnidia,NA,NA,2018-E,1.5,Ethanol,1.034,DELTA-B-10,-26.74,498.89,3.45,134.24,Invertebrate,1.034,1668116,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,-3.322,2.398666667,1345,352,84,6/26/2018,June,Jun,NA,1,6,NA,0.9862,Water mite,,2.325,11/1/2018 14:40,60,11/2/2018 16:45,1.057,11/3/2018 15:25,1.057,0.00%,11/4/2018 17:34,1.057,0.00%,11/4/2018 17:34,75,0.0708,70.8,11/23/2018,NA,1.057,-0.9862,-986.2,2018-NOV-23-004,N,,,NA,1.034,N,G,10,2018-NOV-23-004-G-10,11/23/2018
856,ECZ,1048,Quartz,Mid,Invertebrate,Autochthonous,2018,6,YES,4,48.846751,-114.064505,1,3,3,Collector-gatherer-engulfer,D-net,Naididae,Littoral forage Invertebrate,Oligochaete worm,Naididae,NA,NA,2018-E,1.5,Ethanol,1.03,DELTA-B-11,-24.33,434.39,0.19,100.83,Invertebrate,1.03,1668117,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,-0.912,-0.861333333,1345,352,84,6/26/2018,June,Jun,NA,1,3,NA,0.9862,,,2.214,11/1/2018 14:40,60,11/2/2018 16:45,1.07,11/3/2018 15:25,1.07,0.00%,11/4/2018 17:34,1.07,0.00%,11/4/2018 17:34,75,0.0838,83.8,11/23/2018,NA,1.07,-0.9862,-986.2,2018-NOV-23-004,N,,,NA,1.03,N,G,11,2018-NOV-23-004-G-11,11/23/2018
857,EDD,1056,Quartz,Mid,Invertebrate,Autochthonous,2018,6,YES,4,48.846751,-114.064505,1.5,1,1,Shredder-gatherer-scraper-detritivore-herbivore,D-net,Limnephilidae,Littoral forage Invertebrate,Northern case maker caddisfly,Limnephilidae,NA,NA,2018-E,1.5,Ethanol,1.077,DELTA-C-01,-23.86,76.59,1.89,19.4,Invertebrate,1.077,1668119,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,-0.442,0.838666667,1345,352,84,6/26/2018,June,Jun,NA,1.5,1,DONE 11/1/18,0.9862,,,2.22,11/1/2018 14:40,60,11/2/2018 16:45,1.055,11/3/2018 15:25,1.055,0.00%,11/4/2018 17:34,1.055,0.00%,11/4/2018 17:34,75,0.0688,68.8,11/23/2018,NA,1.055,-0.9862,-986.2,2018-NOV-23-004,N,,,NA,1.077,N,F,7,2018-NOV-23-004-F-7,11/23/2018
858,EDL,1169,Quartz,Mid,Invertebrate,Autochthonous,2018,6,YES,4,48.846751,-114.064505,1.5,4,4,Collector-filterer,D-net,Sphaeriidae,Littoral forage Invertebrate,Fingernail clam,Sphaeriidae,NA,NA,2018-E,1.5,Ethanol,1.046,DELTA-C-02,-23.12,300.3,0.88,57.29,Invertebrate,1.046,1668120,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,0.298,-0.171333333,1345,352,84,6/26/2018,June,Jun,NA,1.5,4,DONE 11/1/18,0.9862,,,2.309,11/1/2018 14:40,60,11/2/2018 16:45,1.106,11/3/2018 15:25,1.106,0.00%,11/4/2018 17:34,1.106,0.00%,11/4/2018 17:34,75,0.1198,119.8,11/23/2018,NA,1.106,-0.9862,-986.2,2018-NOV-23-004,N,,,NA,1.046,N,H,3,2018-NOV-23-004-H-3,11/23/2018
859,EDN,1170,Quartz,Mid,Invertebrate,Autochthonous,2018,6,YES,5,48.826675,-114.125345,0.5,5,5,Piercer-predator,D-net,Hirudinea,Littoral forage Invertebrate,Leech,Hirudinea,NA,NA,2018-E,1.5,Ethanol,0.966,DELTA-C-03,-26.18,485.74,4.5,99.86,Invertebrate,0.966,1668121,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,-2.762,3.448666667,1345,352,84,6/27/2018,June,Jun,NA,0.5,5,NA,0.9862,,,2.454,11/1/2018 14:40,60,11/2/2018 16:45,1.101,11/3/2018 15:25,1.101,0.00%,11/4/2018 17:34,1.101,0.00%,11/4/2018 17:34,75,0.1148,114.8,11/23/2018,NA,1.101,-0.9862,-986.2,2018-NOV-23-004,N,,,NA,0.966,N,F,4,2018-NOV-23-004-F-4,11/23/2018
860,EDO,1062,Quartz,Mid,Invertebrate,Autochthonous,2018,6,YES,5,48.826675,-114.125345,0.5,4,4,Shredder-gatherer-scraper-detritivore-herbivore,D-net,Limnephilidae,Littoral forage Invertebrate,Northern case maker caddisfly,Limnephilidae,NA,NA,2018-E,1.5,Ethanol,0.942,DELTA-C-04,-23.83,429.32,-0.12,95.22,Invertebrate,0.942,1668122,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,-0.412,-1.171333333,1345,352,84,6/27/2018,June,Jun,NA,0.5,4,DONE 11/1/18,0.9862,,,2.43,11/1/2018 14:40,60,11/2/2018 16:45,1.086,11/3/2018 15:25,1.086,0.00%,11/4/2018 17:34,1.086,0.00%,11/4/2018 17:34,75,0.0998,99.8,11/23/2018,NA,1.086,-0.9862,-986.2,2018-NOV-23-004,N,,,NA,0.942,N,F,8,2018-NOV-23-004-F-8,11/23/2018
